indicator_code,indicator_name,measure_type,topic,source,short_definition
DT.NTR.DEPS.CD,"Net transfers on external debt, public sector (PPG) (NTR, current US$)",net_flow,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.","Public sector is an external obligation of a public debtor, including the national government, a political subdivision (or an agency of either), and autonomous public bodies. Publicly guaranteed debt is an external obligation of a private debtor that is guaranteed for repayment by a public entity. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars."
DT.NTR.DECT.CD,"Net transfers on external debt, total (NTR, current US$)",net_flow,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Net transfers on external debt are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.AMT.PBND.OPS.CD,"OPS, bonds (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Other public sector debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PBND.OPS.CD,"OPS, bonds (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Other public sector debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PBND.OPS.CD,"OPS, bonds (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Other public sector  debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.
DT.INT.PBND.OPS.CD,"OPS, bonds (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Other public sector debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PBND.OPS.CD,"OPS, bonds (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Other public sector debt  debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PBND.OPS.CD,"OPS, bonds (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Other public sector debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PBND.OPS.CD,"OPS, bonds (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Other public sector  debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PCBK.OPS.CD,"OPS, commercial banks (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Other public sector  commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PCBK.OPS.CD,"OPS, commercial banks (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Other public sector commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PCBK.OPS.CD,"OPS, commercial banks (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Other public sector commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.
DT.INT.PCBK.OPS.CD,"OPS, commercial banks (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Other oublic sector  commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PCBK.OPS.CD,"OPS, commercial banks (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Other public sector commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PCBK.OPS.CD,"OPS, commercial banks (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Other public sector commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PCBK.OPS.CD,"OPS, commercial banks (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Other public sector commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.OFFT.OPS.CD,"OPS, official creditors (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.OFFT.OPS.CD,"OPS, official creditors (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars."
DT.DOD.OFFT.OPS.CD,"OPS, official creditors (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.","Other public sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.INT.OFFT.OPS.CD,"OPS, official creditors (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.OFFT.OPS.CD,"OPS, official creditors (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars."
DT.NTR.OFFT.OPS.CD,"OPS, official creditors (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars."
DT.TDS.OFFT.OPS.CD,"OPS, official creditors (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.","Other public sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars."
DT.AMT.PNGB.CD,"PNG, bonds (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Nonguaranteed long-term debt from bonds that are privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PNGB.CD,"PNG, bonds (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Nonguaranteed long-term debt from bonds that are privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PNGB.CD,"PNG, bonds (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Nonguaranteed long-term debt from bonds that are privately placed. Private nonguaranteed long-term debt outstanding and disbursed is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Data are in current U.S. dollars.
DT.INT.PNGB.CD,"PNG, bonds (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Nonguaranteed long-term debt from bonds that are privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PNGB.CD,"PNG, bonds (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Nonguaranteed long-term debt from bonds that are privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PNGB.CD,"PNG, bonds (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Nonguaranteed long-term debt from bonds that are privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PNGC.CD,"PNG, commercial banks and other creditors (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PNGC.CD,"PNG, commercial banks and other creditors (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PNGC.CD,"PNG, commercial banks and other creditors (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Private nonguaranteed long-term debt outstanding and disbursed is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Data are in current U.S. dollars.
DT.INT.PNGC.CD,"PNG, commercial banks and other creditors (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PNGC.CD,"PNG, commercial banks and other creditors (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PNGC.CD,"PNG, commercial banks and other creditors (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PBND.CD,"PPG, bonds (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PBND.CD,"PPG, bonds (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PBND.CD,"PPG, bonds (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.
DT.INT.PBND.CD,"PPG, bonds (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PBND.CD,"PPG, bonds (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PBND.CD,"PPG, bonds (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PCBK.CD,"PPG, commercial banks (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PCBK.CD,"PPG, commercial banks (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PCBK.CD,"PPG, commercial banks (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.
DT.INT.PCBK.CD,"PPG, commercial banks (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PCBK.CD,"PPG, commercial banks (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PCBK.CD,"PPG, commercial banks (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.OFFT.CD,"PPG, official creditors (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.OFFT.CD,"PPG, official creditors (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars."
DT.DOD.OFFT.CD,"PPG, official creditors (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Data are in current U.S. dollars."
DT.INT.OFFT.CD,"PPG, official creditors (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.OFFT.CD,"PPG, official creditors (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars."
DT.NTR.OFFT.CD,"PPG, official creditors (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars."
DT.TDS.OFFT.CD,"PPG, official creditors (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars."
DT.DIS.PBND.PRVG.CD,"PRVG, bonds (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PBND.PRVG.CD,"PRVG, bonds (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Private sector guaranteed by public sector debt from bonds that are either publicly issued or privately placed. Data are in current U.S. dollars.
DT.INT.PBND.PRVG.CD,"PRVG, bonds (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PBND.PRVG.CD,"PRVG, bonds (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sectordebt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PBND.PRVG.CD,"PRVG, bonds (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PBND.PRVG.CD,"PRVG, bonds (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector debt from bonds that are either publicly issued or privately placed. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.PCBK.PRVG.CD,"PRVG, commercial banks (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.PCBK.PRVG.CD,"PRVG, commercial banks (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars.
DT.DOD.PCBK.PRVG.CD,"PRVG, commercial banks (DOD, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt outstanding,"World Bank, International Debt Statistics.",Private sector guaranteed by public sector commercial bank loans from private banks and other private financial institutions. Data are in current U.S. dollars.
DT.INT.PCBK.PRVG.CD,"PRVG, commercial banks (INT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Interest,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Interest payments are actual amounts of interest paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.NFL.PCBK.PRVG.CD,"PRVG, commercial banks (NFL, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net flows,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.
DT.NTR.PCBK.PRVG.CD,"PRVG, commercial banks (NTR, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Net transfers,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Net transfers are net flows minus interest payments during the year; negative transfers show net transfers made by the borrower to the creditor during the year. Data are in current U.S. dollars.
DT.TDS.PCBK.PRVG.CD,"PRVG, commercial banks (TDS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Debt service,"World Bank, International Debt Statistics.",Private sector guaranteed by Public Sector commercial bank loans from private banks and other private financial institutions. Debt service payments are the sum of principal repayments and interest payments actually made in the year specified. Data are in current U.S. dollars.
DT.AMT.OFFT.PRVG.CD,"PRVG, official creditors (AMT, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Amortization,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.DIS.OFFT.PRVG.CD,"PRVG, official creditors (DIS, current US$)",other_debt_monetary,Economic Policy & Debt: External debt: Disbursements,"World Bank, International Debt Statistics.","Private sector guaranteed by Public Sector  debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Disbursements are drawings by the borrower on loan commitments during the year specified. Data are in current U.S. dollars."
